season,GW,team,opponent_team,fixture,round,was_home,team_score,opponent_score,Goal Difference
2016-17,1,Burnley,Swansea,1,1,TRUE,0,1,-1
2016-17,1,Swansea,Burnley,1,1,FALSE,1,0,1
2016-17,1,Crystal Palace,West Brom,2,1,TRUE,0,1,-1
2016-17,1,West Brom,Crystal Palace,2,1,FALSE,1,0,1
2016-17,1,Everton,Spurs,3,1,TRUE,1,1,0
2016-17,1,Spurs,Everton,3,1,FALSE,1,1,0
2016-17,1,Hull,Leicester,4,1,TRUE,2,1,1
2016-17,1,Leicester,Hull,4,1,FALSE,1,2,-1
2016-17,1,Sunderland,Man City,5,1,FALSE,1,2,-1
2016-17,1,Man City,Sunderland,5,1,TRUE,2,1,1
2016-17,1,Middlesbrough,Stoke,6,1,TRUE,1,1,0
2016-17,1,Stoke,Middlesbrough,6,1,FALSE,1,1,0
2016-17,1,Watford,Southampton,7,1,FALSE,1,1,0
2016-17,1,Southampton,Watford,7,1,TRUE,1,1,0
2016-17,1,Arsenal,Liverpool,8,1,TRUE,3,4,-1
2016-17,1,Liverpool,Arsenal,8,1,FALSE,4,3,1
2016-17,1,Bournemouth,Man Utd,9,1,TRUE,1,3,-2
2016-17,1,Man Utd,Bournemouth,9,1,FALSE,3,1,2
2016-17,1,West Ham,Chelsea,10,1,FALSE,1,2,-1
2016-17,1,Chelsea,West Ham,10,1,TRUE,2,1,1
2016-17,2,Man Utd,Southampton,11,2,TRUE,2,0,2
2016-17,2,Southampton,Man Utd,11,2,FALSE,0,2,-2
2016-17,2,Liverpool,Burnley,12,2,FALSE,0,2,-2
2016-17,2,Burnley,Liverpool,12,2,TRUE,2,0,2
2016-17,2,Arsenal,Leicester,13,2,FALSE,0,0,0
2016-17,2,Leicester,Arsenal,13,2,TRUE,0,0,0
2016-17,2,Man City,Stoke,14,2,FALSE,4,1,3
2016-17,2,Stoke,Man City,14,2,TRUE,1,4,-3
2016-17,2,Hull,Swansea,15,2,FALSE,2,0,2
2016-17,2,Swansea,Hull,15,2,TRUE,0,2,-2
2016-17,2,Crystal Palace,Spurs,16,2,FALSE,0,1,-1
2016-17,2,Spurs,Crystal Palace,16,2,TRUE,1,0,1
2016-17,2,Watford,Chelsea,17,2,TRUE,1,2,-1
2016-17,2,Chelsea,Watford,17,2,FALSE,2,1,1
2016-17,2,Everton,West Brom,18,2,FALSE,2,1,1
2016-17,2,West Brom,Everton,18,2,TRUE,1,2,-1
2016-17,2,Middlesbrough,Sunderland,19,2,FALSE,2,1,1
2016-17,2,Sunderland,Middlesbrough,19,2,TRUE,1,2,-1
2016-17,2,West Ham,Bournemouth,20,2,TRUE,1,0,1
2016-17,2,Bournemouth,West Ham,20,2,FALSE,0,1,-1
2016-17,3,Burnley,Chelsea,21,3,FALSE,0,3,-3
2016-17,3,Chelsea,Burnley,21,3,TRUE,3,0,3
2016-17,3,Bournemouth,Crystal Palace,22,3,FALSE,1,1,0
2016-17,3,Crystal Palace,Bournemouth,22,3,TRUE,1,1,0
2016-17,3,Everton,Stoke,23,3,TRUE,1,0,1
2016-17,3,Stoke,Everton,23,3,FALSE,0,1,-1
2016-17,3,Hull,Man Utd,24,3,TRUE,0,1,-1
2016-17,3,Man Utd,Hull,24,3,FALSE,1,0,1
2016-17,3,Leicester,Swansea,25,3,TRUE,2,1,1
2016-17,3,Swansea,Leicester,25,3,FALSE,1,2,-1
2016-17,3,Sunderland,Southampton,26,3,FALSE,1,1,0
2016-17,3,Southampton,Sunderland,26,3,TRUE,1,1,0
2016-17,3,Liverpool,Spurs,27,3,FALSE,1,1,0
2016-17,3,Spurs,Liverpool,27,3,TRUE,1,1,0
2016-17,3,Arsenal,Watford,28,3,FALSE,3,1,2
2016-17,3,Watford,Arsenal,28,3,TRUE,1,3,-2
2016-17,3,West Ham,Man City,29,3,FALSE,1,3,-2
2016-17,3,Man City,West Ham,29,3,TRUE,3,1,2
2016-17,3,Middlesbrough,West Brom,30,3,FALSE,0,0,0
2016-17,3,West Brom,Middlesbrough,30,3,TRUE,0,0,0
2016-17,4,Arsenal,Southampton,31,4,TRUE,2,1,1
2016-17,4,Southampton,Arsenal,31,4,FALSE,1,2,-1
2016-17,4,Bournemouth,West Brom,32,4,TRUE,1,0,1
2016-17,4,West Brom,Bournemouth,32,4,FALSE,0,1,-1
2016-17,4,Hull,Burnley,33,4,FALSE,1,1,0
2016-17,4,Burnley,Hull,33,4,TRUE,1,1,0
2016-17,4,Liverpool,Leicester,34,4,TRUE,4,1,3
2016-17,4,Leicester,Liverpool,34,4,FALSE,1,4,-3
2016-17,4,Man City,Man Utd,35,4,FALSE,2,1,1
2016-17,4,Man Utd,Man City,35,4,TRUE,1,2,-1
2016-17,4,Middlesbrough,Crystal Palace,36,4,TRUE,1,2,-1
2016-17,4,Crystal Palace,Middlesbrough,36,4,FALSE,2,1,1
2016-17,4,Spurs,Stoke,37,4,FALSE,4,0,4
2016-17,4,Stoke,Spurs,37,4,TRUE,0,4,-4
2016-17,4,West Ham,Watford,38,4,TRUE,2,4,-2
2016-17,4,Watford,West Ham,38,4,FALSE,4,2,2
2016-17,4,Swansea,Chelsea,39,4,TRUE,2,2,0
2016-17,4,Chelsea,Swansea,39,4,FALSE,2,2,0
2016-17,4,Everton,Sunderland,40,4,FALSE,3,0,3
2016-17,4,Sunderland,Everton,40,4,TRUE,0,3,-3
2016-17,5,Liverpool,Chelsea,41,5,FALSE,2,1,1
2016-17,5,Chelsea,Liverpool,41,5,TRUE,1,2,-1
2016-17,5,Everton,Middlesbrough,42,5,TRUE,3,1,2
2016-17,5,Middlesbrough,Everton,42,5,FALSE,1,3,-2
2016-17,5,Arsenal,Hull,43,5,FALSE,4,1,3
2016-17,5,Hull,Arsenal,43,5,TRUE,1,4,-3
2016-17,5,Leicester,Burnley,44,5,TRUE,3,0,3
2016-17,5,Burnley,Leicester,44,5,FALSE,0,3,-3
2016-17,5,Bournemouth,Man City,45,5,FALSE,0,4,-4
2016-17,5,Man City,Bournemouth,45,5,TRUE,4,0,4
2016-17,5,West Ham,West Brom,46,5,FALSE,2,4,-2
2016-17,5,West Brom,West Ham,46,5,TRUE,4,2,2
2016-17,5,Crystal Palace,Stoke,47,5,TRUE,4,1,3
2016-17,5,Stoke,Crystal Palace,47,5,FALSE,1,4,-3
2016-17,5,Swansea,Southampton,48,5,FALSE,0,1,-1
2016-17,5,Southampton,Swansea,48,5,TRUE,1,0,1
2016-17,5,Sunderland,Spurs,49,5,FALSE,0,1,-1
2016-17,5,Spurs,Sunderland,49,5,TRUE,1,0,1
2016-17,5,Watford,Man Utd,50,5,TRUE,3,1,2
2016-17,5,Man Utd,Watford,50,5,FALSE,1,3,-2
2016-17,6,Arsenal,Chelsea,51,6,TRUE,3,0,3
2016-17,6,Chelsea,Arsenal,51,6,FALSE,0,3,-3
2016-17,6,Everton,Bournemouth,52,6,FALSE,0,1,-1
2016-17,6,Bournemouth,Everton,52,6,TRUE,1,0,1
2016-17,6,Hull,Liverpool,53,6,FALSE,1,5,-4
2016-17,6,Liverpool,Hull,53,6,TRUE,5,1,4
2016-17,6,Leicester,Man Utd,54,6,FALSE,1,4,-3
2016-17,6,Man Utd,Leicester,54,6,TRUE,4,1,3
2016-17,6,Middlesbrough,Spurs,55,6,TRUE,1,2,-1
2016-17,6,Spurs,Middlesbrough,55,6,FALSE,2,1,1
2016-17,6,West Brom,Stoke,56,6,FALSE,1,1,0
2016-17,6,Stoke,West Brom,56,6,TRUE,1,1,0
2016-17,6,Sunderland,Crystal Palace,57,6,TRUE,2,3,-1
2016-17,6,Crystal Palace,Sunderland,57,6,FALSE,3,2,1
2016-17,6,Man City,Swansea,58,6,FALSE,3,1,2
2016-17,6,Swansea,Man City,58,6,TRUE,1,3,-2
2016-17,6,West Ham,Southampton,59,6,TRUE,0,3,-3
2016-17,6,Southampton,West Ham,59,6,FALSE,3,0,3
2016-17,6,Watford,Burnley,60,6,FALSE,0,2,-2
2016-17,6,Burnley,Watford,60,6,TRUE,2,0,2
2016-17,7,Arsenal,Burnley,61,7,FALSE,1,0,1
2016-17,7,Burnley,Arsenal,61,7,TRUE,0,1,-1
2016-17,7,Everton,Crystal Palace,62,7,TRUE,1,1,0
2016-17,7,Crystal Palace,Everton,62,7,FALSE,1,1,0
2016-17,7,Hull,Chelsea,63,7,TRUE,0,2,-2
2016-17,7,Chelsea,Hull,63,7,FALSE,2,0,2
2016-17,7,Leicester,Southampton,64,7,TRUE,0,0,0
2016-17,7,Southampton,Leicester,64,7,FALSE,0,0,0
2016-17,7,Man Utd,Stoke,65,7,TRUE,1,1,0
2016-17,7,Stoke,Man Utd,65,7,FALSE,1,1,0
2016-17,7,Sunderland,West Brom,66,7,TRUE,1,1,0
2016-17,7,West Brom,Sunderland,66,7,FALSE,1,1,0
2016-17,7,Liverpool,Swansea,67,7,FALSE,2,1,1
2016-17,7,Swansea,Liverpool,67,7,TRUE,1,2,-1
2016-17,7,Man City,Spurs,68,7,FALSE,0,2,-2
2016-17,7,Spurs,Man City,68,7,TRUE,2,0,2
2016-17,7,Watford,Bournemouth,69,7,TRUE,2,2,0
2016-17,7,Bournemouth,Watford,69,7,FALSE,2,2,0
2016-17,7,West Ham,Middlesbrough,70,7,TRUE,1,1,0
2016-17,7,Middlesbrough,West Ham,70,7,FALSE,1,1,0
2016-17,8,Arsenal,Swansea,71,8,TRUE,3,2,1
2016-17,8,Swansea,Arsenal,71,8,FALSE,2,3,-1
2016-17,8,Hull,Bournemouth,72,8,FALSE,1,6,-5
2016-17,8,Bournemouth,Hull,72,8,TRUE,6,1,5
2016-17,8,Leicester,Chelsea,73,8,FALSE,0,3,-3
2016-17,8,Chelsea,Leicester,73,8,TRUE,3,0,3
2016-17,8,West Ham,Crystal Palace,74,8,FALSE,1,0,1
2016-17,8,Crystal Palace,West Ham,74,8,TRUE,0,1,-1
2016-17,8,Liverpool,Man Utd,75,8,TRUE,0,0,0
2016-17,8,Man Utd,Liverpool,75,8,FALSE,0,0,0
2016-17,8,Everton,Man City,76,8,FALSE,1,1,0
2016-17,8,Man City,Everton,76,8,TRUE,1,1,0
2016-17,8,Watford,Middlesbrough,77,8,FALSE,1,0,1
2016-17,8,Middlesbrough,Watford,77,8,TRUE,0,1,-1
2016-17,8,Burnley,Southampton,78,8,FALSE,1,3,-2
2016-17,8,Southampton,Burnley,78,8,TRUE,3,1,2
2016-17,8,Sunderland,Stoke,79,8,FALSE,0,2,-2
2016-17,8,Stoke,Sunderland,79,8,TRUE,2,0,2
2016-17,8,West Brom,Spurs,80,8,TRUE,1,1,0
2016-17,8,Spurs,West Brom,80,8,FALSE,1,1,0
2016-17,9,Arsenal,Middlesbrough,81,9,TRUE,0,0,0
2016-17,9,Middlesbrough,Arsenal,81,9,FALSE,0,0,0
2016-17,9,Bournemouth,Spurs,82,9,TRUE,0,0,0
2016-17,9,Spurs,Bournemouth,82,9,FALSE,0,0,0
2016-17,9,Everton,Burnley,83,9,FALSE,1,2,-1
2016-17,9,Burnley,Everton,83,9,TRUE,2,1,1
2016-17,9,Man Utd,Chelsea,84,9,FALSE,0,4,-4
2016-17,9,Chelsea,Man Utd,84,9,TRUE,4,0,4
2016-17,9,Hull,Stoke,85,9,TRUE,0,2,-2
2016-17,9,Stoke,Hull,85,9,FALSE,2,0,2
2016-17,9,Leicester,Crystal Palace,86,9,TRUE,3,1,2
2016-17,9,Crystal Palace,Leicester,86,9,FALSE,1,3,-2
2016-17,9,Liverpool,West Brom,87,9,TRUE,2,1,1
2016-17,9,West Brom,Liverpool,87,9,FALSE,1,2,-1
2016-17,9,Man City,Southampton,88,9,TRUE,1,1,0
2016-17,9,Southampton,Man City,88,9,FALSE,1,1,0
2016-17,9,Watford,Swansea,89,9,FALSE,0,0,0
2016-17,9,Swansea,Watford,89,9,TRUE,0,0,0
2016-17,9,West Ham,Sunderland,90,9,TRUE,1,0,1
2016-17,9,Sunderland,West Ham,90,9,FALSE,0,1,-1
2016-17,10,Liverpool,Crystal Palace,91,10,FALSE,4,2,2
2016-17,10,Crystal Palace,Liverpool,91,10,TRUE,2,4,-2
2016-17,10,West Ham,Everton,92,10,FALSE,0,2,-2
2016-17,10,Everton,West Ham,92,10,TRUE,2,0,2
2016-17,10,Burnley,Man Utd,93,10,FALSE,0,0,0
2016-17,10,Man Utd,Burnley,93,10,TRUE,0,0,0
2016-17,10,Middlesbrough,Bournemouth,94,10,TRUE,2,0,2
2016-17,10,Bournemouth,Middlesbrough,94,10,FALSE,0,2,-2
2016-17,10,Chelsea,Southampton,95,10,FALSE,2,0,2
2016-17,10,Southampton,Chelsea,95,10,TRUE,0,2,-2
2016-17,10,Swansea,Stoke,96,10,FALSE,1,3,-2
2016-17,10,Stoke,Swansea,96,10,TRUE,3,1,2
2016-17,10,Arsenal,Sunderland,97,10,FALSE,4,1,3
2016-17,10,Sunderland,Arsenal,97,10,TRUE,1,4,-3
2016-17,10,Leicester,Spurs,98,10,FALSE,1,1,0
2016-17,10,Spurs,Leicester,98,10,TRUE,1,1,0
2016-17,10,Watford,Hull,99,10,TRUE,1,0,1
2016-17,10,Hull,Watford,99,10,FALSE,0,1,-1
2016-17,10,Man City,West Brom,100,10,FALSE,4,0,4
2016-17,10,West Brom,Man City,100,10,TRUE,0,4,-4
2016-17,11,Arsenal,Spurs,101,11,TRUE,1,1,0
2016-17,11,Spurs,Arsenal,101,11,FALSE,1,1,0
2016-17,11,Bournemouth,Sunderland,102,11,TRUE,1,2,-1
2016-17,11,Sunderland,Bournemouth,102,11,FALSE,2,1,1
2016-17,11,Burnley,Crystal Palace,103,11,TRUE,3,2,1
2016-17,11,Crystal Palace,Burnley,103,11,FALSE,2,3,-1
2016-17,11,Everton,Chelsea,104,11,FALSE,0,5,-5
2016-17,11,Chelsea,Everton,104,11,TRUE,5,0,5
2016-17,11,Hull,Southampton,105,11,TRUE,2,1,1
2016-17,11,Southampton,Hull,105,11,FALSE,1,2,-1
2016-17,11,Leicester,West Brom,106,11,TRUE,1,2,-1
2016-17,11,West Brom,Leicester,106,11,FALSE,2,1,1
2016-17,11,Watford,Liverpool,107,11,FALSE,1,6,-5
2016-17,11,Liverpool,Watford,107,11,TRUE,6,1,5
2016-17,11,Middlesbrough,Man City,108,11,FALSE,1,1,0
2016-17,11,Man City,Middlesbrough,108,11,TRUE,1,1,0
2016-17,11,Swansea,Man Utd,109,11,TRUE,1,3,-2
2016-17,11,Man Utd,Swansea,109,11,FALSE,3,1,2
2016-17,11,West Ham,Stoke,110,11,TRUE,1,1,0
2016-17,11,Stoke,West Ham,110,11,FALSE,1,1,0
2016-17,12,Man City,Crystal Palace,111,12,FALSE,2,1,1
2016-17,12,Crystal Palace,Man City,111,12,TRUE,1,2,-1
2016-17,12,Everton,Swansea,112,12,TRUE,1,1,0
2016-17,12,Swansea,Everton,112,12,FALSE,1,1,0
2016-17,12,Arsenal,Man Utd,113,12,FALSE,1,1,0
2016-17,12,Man Utd,Arsenal,113,12,TRUE,1,1,0
2016-17,12,Middlesbrough,Chelsea,114,12,TRUE,0,1,-1
2016-17,12,Chelsea,Middlesbrough,114,12,FALSE,1,0,1
2016-17,12,Liverpool,Southampton,115,12,FALSE,0,0,0
2016-17,12,Southampton,Liverpool,115,12,TRUE,0,0,0
2016-17,12,Bournemouth,Stoke,116,12,FALSE,1,0,1
2016-17,12,Stoke,Bournemouth,116,12,TRUE,0,1,-1
2016-17,12,Hull,Sunderland,117,12,FALSE,0,3,-3
2016-17,12,Sunderland,Hull,117,12,TRUE,3,0,3
2016-17,12,West Ham,Spurs,118,12,FALSE,2,3,-1
2016-17,12,Spurs,West Ham,118,12,TRUE,3,2,1
2016-17,12,Watford,Leicester,119,12,TRUE,2,1,1
2016-17,12,Leicester,Watford,119,12,FALSE,1,2,-1
2016-17,12,Burnley,West Brom,120,12,FALSE,0,4,-4
2016-17,12,West Brom,Burnley,120,12,TRUE,4,0,4
2016-17,13,Arsenal,Bournemouth,121,13,TRUE,3,1,2
2016-17,13,Bournemouth,Arsenal,121,13,FALSE,1,3,-2
2016-17,13,Burnley,Man City,122,13,TRUE,1,2,-1
2016-17,13,Man City,Burnley,122,13,FALSE,2,1,1
2016-17,13,Chelsea,Spurs,123,13,TRUE,2,1,1
2016-17,13,Spurs,Chelsea,123,13,FALSE,1,2,-1
2016-17,13,Hull,West Brom,124,13,TRUE,1,1,0
2016-17,13,West Brom,Hull,124,13,FALSE,1,1,0
2016-17,13,Middlesbrough,Leicester,125,13,FALSE,2,2,0
2016-17,13,Leicester,Middlesbrough,125,13,TRUE,2,2,0
2016-17,13,Liverpool,Sunderland,126,13,TRUE,2,0,2
2016-17,13,Sunderland,Liverpool,126,13,FALSE,0,2,-2
2016-17,13,West Ham,Man Utd,127,13,FALSE,1,1,0
2016-17,13,Man Utd,West Ham,127,13,TRUE,1,1,0
2016-17,13,Everton,Southampton,128,13,FALSE,0,1,-1
2016-17,13,Southampton,Everton,128,13,TRUE,1,0,1
2016-17,13,Swansea,Crystal Palace,129,13,TRUE,5,4,1
2016-17,13,Crystal Palace,Swansea,129,13,FALSE,4,5,-1
2016-17,13,Watford,Stoke,130,13,TRUE,0,1,-1
2016-17,13,Stoke,Watford,130,13,FALSE,1,0,1
2016-17,14,Bournemouth,Liverpool,131,14,TRUE,4,3,1
2016-17,14,Liverpool,Bournemouth,131,14,FALSE,3,4,-1
2016-17,14,Crystal Palace,Southampton,132,14,TRUE,3,0,3
2016-17,14,Southampton,Crystal Palace,132,14,FALSE,0,3,-3
2016-17,14,Everton,Man Utd,133,14,TRUE,1,1,0
2016-17,14,Man Utd,Everton,133,14,FALSE,1,1,0
2016-17,14,Man City,Chelsea,134,14,TRUE,1,3,-2
2016-17,14,Chelsea,Man City,134,14,FALSE,3,1,2
2016-17,14,Hull,Middlesbrough,135,14,FALSE,0,1,-1
2016-17,14,Middlesbrough,Hull,135,14,TRUE,1,0,1
2016-17,14,Burnley,Stoke,136,14,FALSE,0,2,-2
2016-17,14,Stoke,Burnley,136,14,TRUE,2,0,2
2016-17,14,Sunderland,Leicester,137,14,TRUE,2,1,1
2016-17,14,Leicester,Sunderland,137,14,FALSE,1,2,-1
2016-17,14,Swansea,Spurs,138,14,FALSE,0,5,-5
2016-17,14,Spurs,Swansea,138,14,TRUE,5,0,5
2016-17,14,Watford,West Brom,139,14,FALSE,1,3,-2
2016-17,14,West Brom,Watford,139,14,TRUE,3,1,2
2016-17,14,West Ham,Arsenal,140,14,TRUE,1,5,-4
2016-17,14,Arsenal,West Ham,140,14,FALSE,5,1,4
2016-17,15,Arsenal,Stoke,141,15,TRUE,3,1,2
2016-17,15,Stoke,Arsenal,141,15,FALSE,1,3,-2
2016-17,15,Bournemouth,Burnley,142,15,FALSE,2,3,-1
2016-17,15,Burnley,Bournemouth,142,15,TRUE,3,2,1
2016-17,15,West Brom,Chelsea,143,15,FALSE,0,1,-1
2016-17,15,Chelsea,West Brom,143,15,TRUE,1,0,1
2016-17,15,Hull,Crystal Palace,144,15,TRUE,3,3,0
2016-17,15,Crystal Palace,Hull,144,15,FALSE,3,3,0
2016-17,15,Leicester,Man City,145,15,TRUE,4,2,2
2016-17,15,Man City,Leicester,145,15,FALSE,2,4,-2
2016-17,15,West Ham,Liverpool,146,15,FALSE,2,2,0
2016-17,15,Liverpool,West Ham,146,15,TRUE,2,2,0
2016-17,15,Sunderland,Swansea,147,15,FALSE,0,3,-3
2016-17,15,Swansea,Sunderland,147,15,TRUE,3,0,3
2016-17,15,Everton,Watford,148,15,FALSE,2,3,-1
2016-17,15,Watford,Everton,148,15,TRUE,3,2,1
2016-17,15,Man Utd,Spurs,149,15,TRUE,1,0,1
2016-17,15,Spurs,Man Utd,149,15,FALSE,0,1,-1
2016-17,15,Middlesbrough,Southampton,150,15,FALSE,0,1,-1
2016-17,15,Southampton,Middlesbrough,150,15,TRUE,1,0,1
2016-17,16,Bournemouth,Leicester,151,16,TRUE,1,0,1
2016-17,16,Leicester,Bournemouth,151,16,FALSE,0,1,-1
2016-17,16,Sunderland,Chelsea,152,16,TRUE,0,1,-1
2016-17,16,Chelsea,Sunderland,152,16,FALSE,1,0,1
2016-17,16,Swansea,West Brom,153,16,FALSE,1,3,-2
2016-17,16,West Brom,Swansea,153,16,TRUE,3,1,2
2016-17,16,West Ham,Burnley,154,16,TRUE,1,0,1
2016-17,16,Burnley,West Ham,154,16,FALSE,0,1,-1
2016-17,16,Man Utd,Crystal Palace,155,16,FALSE,2,1,1
2016-17,16,Crystal Palace,Man Utd,155,16,TRUE,1,2,-1
2016-17,16,Everton,Arsenal,156,16,TRUE,2,1,1
2016-17,16,Arsenal,Everton,156,16,FALSE,1,2,-1
2016-17,16,Watford,Man City,157,16,FALSE,0,2,-2
2016-17,16,Man City,Watford,157,16,TRUE,2,0,2
2016-17,16,Middlesbrough,Liverpool,158,16,TRUE,0,3,-3
2016-17,16,Liverpool,Middlesbrough,158,16,FALSE,3,0,3
2016-17,16,Stoke,Southampton,159,16,TRUE,0,0,0
2016-17,16,Southampton,Stoke,159,16,FALSE,0,0,0
2016-17,16,Hull,Spurs,160,16,FALSE,0,3,-3
2016-17,16,Spurs,Hull,160,16,TRUE,3,0,3
2016-17,17,Bournemouth,Southampton,161,17,TRUE,1,3,-2
2016-17,17,Southampton,Bournemouth,161,17,FALSE,3,1,2
2016-17,17,Crystal Palace,Chelsea,162,17,TRUE,0,1,-1
2016-17,17,Chelsea,Crystal Palace,162,17,FALSE,1,0,1
2016-17,17,Everton,Liverpool,163,17,TRUE,0,1,-1
2016-17,17,Liverpool,Everton,163,17,FALSE,1,0,1
2016-17,17,Arsenal,Man City,164,17,FALSE,1,2,-1
2016-17,17,Man City,Arsenal,164,17,TRUE,2,1,1
2016-17,17,Middlesbrough,Swansea,165,17,TRUE,3,0,3
2016-17,17,Swansea,Middlesbrough,165,17,FALSE,0,3,-3
2016-17,17,Leicester,Stoke,166,17,FALSE,2,2,0
2016-17,17,Stoke,Leicester,166,17,TRUE,2,2,0
2016-17,17,Watford,Sunderland,167,17,FALSE,0,1,-1
2016-17,17,Sunderland,Watford,167,17,TRUE,1,0,1
2016-17,17,Burnley,Spurs,168,17,FALSE,1,2,-1
2016-17,17,Spurs,Burnley,168,17,TRUE,2,1,1
2016-17,17,West Brom,Man Utd,169,17,TRUE,0,2,-2
2016-17,17,Man Utd,West Brom,169,17,FALSE,2,0,2
2016-17,17,West Ham,Hull,170,17,TRUE,1,0,1
2016-17,17,Hull,West Ham,170,17,FALSE,0,1,-1
2016-17,18,Arsenal,West Brom,171,18,TRUE,1,0,1
2016-17,18,West Brom,Arsenal,171,18,FALSE,0,1,-1
2016-17,18,Middlesbrough,Burnley,172,18,FALSE,0,1,-1
2016-17,18,Burnley,Middlesbrough,172,18,TRUE,1,0,1
2016-17,18,Bournemouth,Chelsea,173,18,FALSE,0,3,-3
2016-17,18,Chelsea,Bournemouth,173,18,TRUE,3,0,3
2016-17,18,Hull,Man City,174,18,TRUE,0,3,-3
2016-17,18,Man City,Hull,174,18,FALSE,3,0,3
2016-17,18,Everton,Leicester,175,18,FALSE,2,0,2
2016-17,18,Leicester,Everton,175,18,TRUE,0,2,-2
2016-17,18,Liverpool,Stoke,176,18,TRUE,4,1,3
2016-17,18,Stoke,Liverpool,176,18,FALSE,1,4,-3
2016-17,18,Sunderland,Man Utd,177,18,FALSE,1,3,-2
2016-17,18,Man Utd,Sunderland,177,18,TRUE,3,1,2
2016-17,18,Spurs,Southampton,178,18,FALSE,4,1,3
2016-17,18,Southampton,Spurs,178,18,TRUE,1,4,-3
2016-17,18,West Ham,Swansea,179,18,FALSE,4,1,3
2016-17,18,Swansea,West Ham,179,18,TRUE,1,4,-3
2016-17,18,Watford,Crystal Palace,180,18,TRUE,1,1,0
2016-17,18,Crystal Palace,Watford,180,18,FALSE,1,1,0
2016-17,19,Arsenal,Crystal Palace,181,19,TRUE,2,0,2
2016-17,19,Crystal Palace,Arsenal,181,19,FALSE,0,2,-2
2016-17,19,Sunderland,Burnley,182,19,FALSE,1,4,-3
2016-17,19,Burnley,Sunderland,182,19,TRUE,4,1,3
2016-17,19,Chelsea,Stoke,183,19,TRUE,4,2,2
2016-17,19,Stoke,Chelsea,183,19,FALSE,2,4,-2
2016-17,19,Everton,Hull,184,19,FALSE,2,2,0
2016-17,19,Hull,Everton,184,19,TRUE,2,2,0
2016-17,19,West Ham,Leicester,185,19,FALSE,0,1,-1
2016-17,19,Leicester,West Ham,185,19,TRUE,1,0,1
2016-17,19,Liverpool,Man City,186,19,TRUE,1,0,1
2016-17,19,Man City,Liverpool,186,19,FALSE,0,1,-1
2016-17,19,Middlesbrough,Man Utd,187,19,FALSE,1,2,-1
2016-17,19,Man Utd,Middlesbrough,187,19,TRUE,2,1,1
2016-17,19,West Brom,Southampton,188,19,FALSE,2,1,1
2016-17,19,Southampton,West Brom,188,19,TRUE,1,2,-1
2016-17,19,Bournemouth,Swansea,189,19,FALSE,3,0,3
2016-17,19,Swansea,Bournemouth,189,19,TRUE,0,3,-3
2016-17,19,Watford,Spurs,190,19,TRUE,1,4,-3
2016-17,19,Spurs,Watford,190,19,FALSE,4,1,3
2016-17,20,Arsenal,Bournemouth,191,20,FALSE,3,3,0
2016-17,20,Bournemouth,Arsenal,191,20,TRUE,3,3,0
2016-17,20,Swansea,Crystal Palace,192,20,FALSE,2,1,1
2016-17,20,Crystal Palace,Swansea,192,20,TRUE,1,2,-1
2016-17,20,Everton,Southampton,193,20,TRUE,3,0,3
2016-17,20,Southampton,Everton,193,20,FALSE,0,3,-3
2016-17,20,Burnley,Man City,194,20,FALSE,1,2,-1
2016-17,20,Man City,Burnley,194,20,TRUE,2,1,1
2016-17,20,Middlesbrough,Leicester,195,20,TRUE,0,0,0
2016-17,20,Leicester,Middlesbrough,195,20,FALSE,0,0,0
2016-17,20,Watford,Stoke,196,20,FALSE,0,2,-2
2016-17,20,Stoke,Watford,196,20,TRUE,2,0,2
2016-17,20,Liverpool,Sunderland,197,20,FALSE,2,2,0
2016-17,20,Sunderland,Liverpool,197,20,TRUE,2,2,0
2016-17,20,Chelsea,Spurs,198,20,FALSE,0,2,-2
2016-17,20,Spurs,Chelsea,198,20,TRUE,2,0,2
2016-17,20,Hull,West Brom,199,20,FALSE,1,3,-2
2016-17,20,West Brom,Hull,199,20,TRUE,3,1,2
2016-17,20,West Ham,Man Utd,200,20,TRUE,0,2,-2
2016-17,20,Man Utd,West Ham,200,20,FALSE,2,0,2
2016-17,21,Burnley,Southampton,201,21,TRUE,1,0,1
2016-17,21,Southampton,Burnley,201,21,FALSE,0,1,-1
2016-17,21,Everton,Man City,202,21,TRUE,4,0,4
2016-17,21,Man City,Everton,202,21,FALSE,0,4,-4
2016-17,21,Hull,Bournemouth,203,21,TRUE,3,1,2
2016-17,21,Bournemouth,Hull,203,21,FALSE,1,3,-2
2016-17,21,Leicester,Chelsea,204,21,TRUE,0,3,-3
2016-17,21,Chelsea,Leicester,204,21,FALSE,3,0,3
2016-17,21,Liverpool,Man Utd,205,21,FALSE,1,1,0
2016-17,21,Man Utd,Liverpool,205,21,TRUE,1,1,0
2016-17,21,Sunderland,Stoke,206,21,TRUE,1,3,-2
2016-17,21,Stoke,Sunderland,206,21,FALSE,3,1,2
2016-17,21,Arsenal,Swansea,207,21,FALSE,4,0,4
2016-17,21,Swansea,Arsenal,207,21,TRUE,0,4,-4
2016-17,21,West Brom,Spurs,208,21,FALSE,0,4,-4
2016-17,21,Spurs,West Brom,208,21,TRUE,4,0,4
2016-17,21,Watford,Middlesbrough,209,21,TRUE,0,0,0
2016-17,21,Middlesbrough,Watford,209,21,FALSE,0,0,0
2016-17,21,West Ham,Crystal Palace,210,21,TRUE,3,0,3
