season,GW,team,opponent_team,fixture,round,was_home,team_score,opponent_score,Goal Difference
2018-19,4,Newcastle,Man City,38,4,FALSE,1,2,-1
2018-19,4,Watford,Spurs,39,4,TRUE,2,1,1
2018-19,4,Spurs,Watford,39,4,FALSE,1,2,-1
2018-19,4,West Ham,Wolves,40,4,TRUE,0,1,-1
2018-19,4,Wolves,West Ham,40,4,FALSE,1,0,1
2018-19,5,Bournemouth,Leicester,41,5,TRUE,4,2,2
2018-19,5,Leicester,Bournemouth,41,5,FALSE,2,4,-2
2018-19,5,Chelsea,Cardiff,42,5,TRUE,4,1,3
2018-19,5,Cardiff,Chelsea,42,5,FALSE,1,4,-3
2018-19,5,West Ham,Everton,43,5,FALSE,3,1,2
2018-19,5,Everton,West Ham,43,5,TRUE,1,3,-2
2018-19,5,Huddersfield,Crystal Palace,44,5,TRUE,0,1,-1
2018-19,5,Crystal Palace,Huddersfield,44,5,FALSE,1,0,1
2018-19,5,Fulham,Man City,45,5,FALSE,0,3,-3
2018-19,5,Man City,Fulham,45,5,TRUE,3,0,3
2018-19,5,Arsenal,Newcastle,46,5,FALSE,2,1,1
2018-19,5,Newcastle,Arsenal,46,5,TRUE,1,2,-1
2018-19,5,Southampton,Brighton,47,5,TRUE,2,2,0
2018-19,5,Brighton,Southampton,47,5,FALSE,2,2,0
2018-19,5,Liverpool,Spurs,48,5,FALSE,2,1,1
2018-19,5,Spurs,Liverpool,48,5,TRUE,1,2,-1
2018-19,5,Watford,Man Utd,49,5,TRUE,1,2,-1
2018-19,5,Man Utd,Watford,49,5,FALSE,2,1,1
2018-19,5,Burnley,Wolves,50,5,FALSE,0,1,-1
2018-19,5,Wolves,Burnley,50,5,TRUE,1,0,1
2018-19,6,Arsenal,Everton,51,6,TRUE,2,0,2
2018-19,6,Everton,Arsenal,51,6,FALSE,0,2,-2
2018-19,6,Brighton,Spurs,52,6,TRUE,1,2,-1
2018-19,6,Spurs,Brighton,52,6,FALSE,2,1,1
2018-19,6,Burnley,Bournemouth,53,6,TRUE,4,0,4
2018-19,6,Bournemouth,Burnley,53,6,FALSE,0,4,-4
2018-19,6,Cardiff,Man City,54,6,TRUE,0,5,-5
2018-19,6,Man City,Cardiff,54,6,FALSE,5,0,5
2018-19,6,Crystal Palace,Newcastle,55,6,TRUE,0,0,0
2018-19,6,Newcastle,Crystal Palace,55,6,FALSE,0,0,0
2018-19,6,Watford,Fulham,56,6,FALSE,1,1,0
2018-19,6,Fulham,Watford,56,6,TRUE,1,1,0
2018-19,6,Huddersfield,Leicester,57,6,FALSE,1,3,-2
2018-19,6,Leicester,Huddersfield,57,6,TRUE,3,1,2
2018-19,6,Liverpool,Southampton,58,6,TRUE,3,0,3
2018-19,6,Southampton,Liverpool,58,6,FALSE,0,3,-3
2018-19,6,Wolves,Man Utd,59,6,FALSE,1,1,0
2018-19,6,Man Utd,Wolves,59,6,TRUE,1,1,0
2018-19,6,West Ham,Chelsea,60,6,TRUE,0,0,0
2018-19,6,Chelsea,West Ham,60,6,FALSE,0,0,0
2018-19,7,Arsenal,Watford,61,7,TRUE,2,0,2
2018-19,7,Watford,Arsenal,61,7,FALSE,0,2,-2
2018-19,7,Crystal Palace,Bournemouth,62,7,FALSE,1,2,-1
2018-19,7,Bournemouth,Crystal Palace,62,7,TRUE,2,1,1
2018-19,7,Burnley,Cardiff,63,7,FALSE,2,1,1
2018-19,7,Cardiff,Burnley,63,7,TRUE,1,2,-1
2018-19,7,Liverpool,Chelsea,64,7,FALSE,1,1,0
2018-19,7,Chelsea,Liverpool,64,7,TRUE,1,1,0
2018-19,7,Fulham,Everton,65,7,FALSE,0,3,-3
2018-19,7,Everton,Fulham,65,7,TRUE,3,0,3
2018-19,7,Huddersfield,Spurs,66,7,TRUE,0,2,-2
2018-19,7,Spurs,Huddersfield,66,7,FALSE,2,0,2
2018-19,7,Brighton,Man City,67,7,FALSE,0,2,-2
2018-19,7,Man City,Brighton,67,7,TRUE,2,0,2
2018-19,7,Leicester,Newcastle,68,7,FALSE,2,0,2
2018-19,7,Newcastle,Leicester,68,7,TRUE,0,2,-2
2018-19,7,West Ham,Man Utd,69,7,TRUE,3,1,2
2018-19,7,Man Utd,West Ham,69,7,FALSE,1,3,-2
2018-19,7,Wolves,Southampton,70,7,TRUE,2,0,2
2018-19,7,Southampton,Wolves,70,7,FALSE,0,2,-2
2018-19,8,West Ham,Brighton,71,8,FALSE,0,1,-1
2018-19,8,Brighton,West Ham,71,8,TRUE,1,0,1
2018-19,8,Burnley,Huddersfield,72,8,TRUE,1,1,0
2018-19,8,Huddersfield,Burnley,72,8,FALSE,1,1,0
2018-19,8,Crystal Palace,Wolves,73,8,TRUE,0,1,-1
2018-19,8,Wolves,Crystal Palace,73,8,FALSE,1,0,1
2018-19,8,Arsenal,Fulham,74,8,FALSE,5,1,4
2018-19,8,Fulham,Arsenal,74,8,TRUE,1,5,-4
2018-19,8,Everton,Leicester,75,8,FALSE,2,1,1
2018-19,8,Leicester,Everton,75,8,TRUE,1,2,-1
2018-19,8,Liverpool,Man City,76,8,TRUE,0,0,0
2018-19,8,Man City,Liverpool,76,8,FALSE,0,0,0
2018-19,8,Man Utd,Newcastle,77,8,TRUE,3,2,1
2018-19,8,Newcastle,Man Utd,77,8,FALSE,2,3,-1
2018-19,8,Southampton,Chelsea,78,8,TRUE,0,3,-3
2018-19,8,Chelsea,Southampton,78,8,FALSE,3,0,3
2018-19,8,Cardiff,Spurs,79,8,FALSE,0,1,-1
2018-19,8,Spurs,Cardiff,79,8,TRUE,1,0,1
2018-19,8,Watford,Bournemouth,80,8,TRUE,0,4,-4
2018-19,8,Bournemouth,Watford,80,8,FALSE,4,0,4
2018-19,9,Arsenal,Leicester,81,9,TRUE,3,1,2
2018-19,9,Leicester,Arsenal,81,9,FALSE,1,3,-2
2018-19,9,Bournemouth,Southampton,82,9,TRUE,0,0,0
2018-19,9,Southampton,Bournemouth,82,9,FALSE,0,0,0
2018-19,9,Fulham,Cardiff,83,9,FALSE,2,4,-2
2018-19,9,Cardiff,Fulham,83,9,TRUE,4,2,2
2018-19,9,Man Utd,Chelsea,84,9,FALSE,2,2,0
2018-19,9,Chelsea,Man Utd,84,9,TRUE,2,2,0
2018-19,9,Crystal Palace,Everton,85,9,FALSE,0,2,-2
2018-19,9,Everton,Crystal Palace,85,9,TRUE,2,0,2
2018-19,9,Huddersfield,Liverpool,86,9,TRUE,0,1,-1
2018-19,9,Liverpool,Huddersfield,86,9,FALSE,1,0,1
2018-19,9,Burnley,Man City,87,9,FALSE,0,5,-5
2018-19,9,Man City,Burnley,87,9,TRUE,5,0,5
2018-19,9,Brighton,Newcastle,88,9,FALSE,1,0,1
2018-19,9,Newcastle,Brighton,88,9,TRUE,0,1,-1
2018-19,9,West Ham,Spurs,89,9,TRUE,0,1,-1
2018-19,9,Spurs,West Ham,89,9,FALSE,1,0,1
2018-19,9,Watford,Wolves,90,9,FALSE,2,0,2
2018-19,9,Wolves,Watford,90,9,TRUE,0,2,-2
2018-19,10,Wolves,Brighton,91,10,FALSE,0,1,-1
2018-19,10,Brighton,Wolves,91,10,TRUE,1,0,1
2018-19,10,Burnley,Chelsea,92,10,TRUE,0,4,-4
2018-19,10,Chelsea,Burnley,92,10,FALSE,4,0,4
2018-19,10,Arsenal,Crystal Palace,93,10,FALSE,2,2,0
2018-19,10,Crystal Palace,Arsenal,93,10,TRUE,2,2,0
2018-19,10,Fulham,Bournemouth,94,10,TRUE,0,3,-3
2018-19,10,Bournemouth,Fulham,94,10,FALSE,3,0,3
2018-19,10,West Ham,Leicester,95,10,FALSE,1,1,0
2018-19,10,Leicester,West Ham,95,10,TRUE,1,1,0
2018-19,10,Liverpool,Cardiff,96,10,TRUE,4,1,3
2018-19,10,Cardiff,Liverpool,96,10,FALSE,1,4,-3
2018-19,10,Everton,Man Utd,97,10,FALSE,1,2,-1
2018-19,10,Man Utd,Everton,97,10,TRUE,2,1,1
2018-19,10,Southampton,Newcastle,98,10,TRUE,0,0,0
2018-19,10,Newcastle,Southampton,98,10,FALSE,0,0,0
2018-19,10,Man City,Spurs,99,10,FALSE,1,0,1
2018-19,10,Spurs,Man City,99,10,TRUE,0,1,-1
2018-19,10,Huddersfield,Watford,100,10,FALSE,0,3,-3
2018-19,10,Watford,Huddersfield,100,10,TRUE,3,0,3
2018-19,11,Arsenal,Liverpool,101,11,TRUE,1,1,0
2018-19,11,Liverpool,Arsenal,101,11,FALSE,1,1,0
2018-19,11,Bournemouth,Man Utd,102,11,TRUE,1,2,-1
2018-19,11,Man Utd,Bournemouth,102,11,FALSE,2,1,1
2018-19,11,Leicester,Cardiff,103,11,FALSE,1,0,1
2018-19,11,Cardiff,Leicester,103,11,TRUE,0,1,-1
2018-19,11,Crystal Palace,Chelsea,104,11,FALSE,1,3,-2
2018-19,11,Chelsea,Crystal Palace,104,11,TRUE,3,1,2
2018-19,11,Everton,Brighton,105,11,TRUE,3,1,2
2018-19,11,Brighton,Everton,105,11,FALSE,1,3,-2
2018-19,11,Huddersfield,Fulham,106,11,TRUE,1,0,1
2018-19,11,Fulham,Huddersfield,106,11,FALSE,0,1,-1
2018-19,11,Southampton,Man City,107,11,FALSE,1,6,-5
2018-19,11,Man City,Southampton,107,11,TRUE,6,1,5
2018-19,11,Watford,Newcastle,108,11,FALSE,0,1,-1
2018-19,11,Newcastle,Watford,108,11,TRUE,1,0,1
2018-19,11,West Ham,Burnley,109,11,TRUE,4,2,2
2018-19,11,Burnley,West Ham,109,11,FALSE,2,4,-2
2018-19,11,Wolves,Spurs,110,11,TRUE,2,3,-1
2018-19,11,Spurs,Wolves,110,11,FALSE,3,2,1
2018-19,12,Arsenal,Wolves,111,12,TRUE,1,1,0
2018-19,12,Wolves,Arsenal,111,12,FALSE,1,1,0
2018-19,12,Brighton,Cardiff,112,12,FALSE,1,2,-1
2018-19,12,Cardiff,Brighton,112,12,TRUE,2,1,1
2018-19,12,Everton,Chelsea,113,12,FALSE,0,0,0
2018-19,12,Chelsea,Everton,113,12,TRUE,0,0,0
2018-19,12,Crystal Palace,Spurs,114,12,TRUE,0,1,-1
2018-19,12,Spurs,Crystal Palace,114,12,FALSE,1,0,1
2018-19,12,West Ham,Huddersfield,115,12,FALSE,1,1,0
2018-19,12,Huddersfield,West Ham,115,12,TRUE,1,1,0
2018-19,12,Burnley,Leicester,116,12,FALSE,0,0,0
2018-19,12,Leicester,Burnley,116,12,TRUE,0,0,0
2018-19,12,Fulham,Liverpool,117,12,FALSE,0,2,-2
2018-19,12,Liverpool,Fulham,117,12,TRUE,2,0,2
2018-19,12,Man Utd,Man City,118,12,FALSE,1,3,-2
2018-19,12,Man City,Man Utd,118,12,TRUE,3,1,2
2018-19,12,Bournemouth,Newcastle,119,12,FALSE,1,2,-1
2018-19,12,Newcastle,Bournemouth,119,12,TRUE,2,1,1
2018-19,12,Watford,Southampton,120,12,FALSE,1,1,0
2018-19,12,Southampton,Watford,120,12,TRUE,1,1,0
2018-19,13,Arsenal,Bournemouth,121,13,FALSE,2,1,1
2018-19,13,Bournemouth,Arsenal,121,13,TRUE,1,2,-1
2018-19,13,Leicester,Brighton,122,13,FALSE,1,1,0
2018-19,13,Brighton,Leicester,122,13,TRUE,1,1,0
2018-19,13,Burnley,Newcastle,123,13,TRUE,1,2,-1
2018-19,13,Newcastle,Burnley,123,13,FALSE,2,1,1
2018-19,13,Everton,Cardiff,124,13,TRUE,1,0,1
2018-19,13,Cardiff,Everton,124,13,FALSE,0,1,-1
2018-19,13,Fulham,Southampton,125,13,TRUE,3,2,1
2018-19,13,Southampton,Fulham,125,13,FALSE,2,3,-1
2018-19,13,Crystal Palace,Man Utd,126,13,FALSE,0,0,0
2018-19,13,Man Utd,Crystal Palace,126,13,TRUE,0,0,0
2018-19,13,Chelsea,Spurs,127,13,FALSE,1,3,-2
2018-19,13,Spurs,Chelsea,127,13,TRUE,3,1,2
2018-19,13,Watford,Liverpool,128,13,TRUE,0,3,-3
2018-19,13,Liverpool,Watford,128,13,FALSE,3,0,3
2018-19,13,West Ham,Man City,129,13,TRUE,0,4,-4
2018-19,13,Man City,West Ham,129,13,FALSE,4,0,4
2018-19,13,Huddersfield,Wolves,130,13,FALSE,2,0,2
2018-19,13,Wolves,Huddersfield,130,13,TRUE,0,2,-2
2018-19,14,Arsenal,Spurs,131,14,TRUE,4,2,2
2018-19,14,Spurs,Arsenal,131,14,FALSE,2,4,-2
2018-19,14,Wolves,Cardiff,132,14,FALSE,1,2,-1
2018-19,14,Cardiff,Wolves,132,14,TRUE,2,1,1
2018-19,14,Fulham,Chelsea,133,14,FALSE,0,2,-2
2018-19,14,Chelsea,Fulham,133,14,TRUE,2,0,2
2018-19,14,Burnley,Crystal Palace,134,14,FALSE,0,2,-2
2018-19,14,Crystal Palace,Burnley,134,14,TRUE,2,0,2
2018-19,14,Huddersfield,Brighton,135,14,TRUE,1,2,-1
2018-19,14,Brighton,Huddersfield,135,14,FALSE,2,1,1
2018-19,14,Watford,Leicester,136,14,FALSE,0,2,-2
2018-19,14,Leicester,Watford,136,14,TRUE,2,0,2
2018-19,14,Liverpool,Everton,137,14,TRUE,1,0,1
2018-19,14,Everton,Liverpool,137,14,FALSE,0,1,-1
2018-19,14,Bournemouth,Man City,138,14,FALSE,1,3,-2
2018-19,14,Man City,Bournemouth,138,14,TRUE,3,1,2
2018-19,14,West Ham,Newcastle,139,14,FALSE,3,0,3
2018-19,14,Newcastle,West Ham,139,14,TRUE,0,3,-3
2018-19,14,Man Utd,Southampton,140,14,FALSE,2,2,0
2018-19,14,Southampton,Man Utd,140,14,TRUE,2,2,0
2018-19,15,Huddersfield,Bournemouth,141,15,FALSE,1,2,-1
2018-19,15,Bournemouth,Huddersfield,141,15,TRUE,2,1,1
2018-19,15,Crystal Palace,Brighton,142,15,FALSE,1,3,-2
2018-19,15,Brighton,Crystal Palace,142,15,TRUE,3,1,2
2018-19,15,Burnley,Liverpool,143,15,TRUE,1,3,-2
2018-19,15,Liverpool,Burnley,143,15,FALSE,3,1,2
2018-19,15,Fulham,Leicester,144,15,TRUE,1,1,0
2018-19,15,Leicester,Fulham,144,15,FALSE,1,1,0
2018-19,15,Arsenal,Man Utd,145,15,FALSE,2,2,0
2018-19,15,Man Utd,Arsenal,145,15,TRUE,2,2,0
2018-19,15,Watford,Man City,146,15,TRUE,1,2,-1
2018-19,15,Man City,Watford,146,15,FALSE,2,1,1
2018-19,15,West Ham,Cardiff,147,15,TRUE,3,1,2
2018-19,15,Cardiff,West Ham,147,15,FALSE,1,3,-2
2018-19,15,Wolves,Chelsea,148,15,TRUE,2,1,1
2018-19,15,Chelsea,Wolves,148,15,FALSE,1,2,-1
2018-19,15,Everton,Newcastle,149,15,TRUE,1,1,0
2018-19,15,Newcastle,Everton,149,15,FALSE,1,1,0
2018-19,15,Southampton,Spurs,150,15,FALSE,1,3,-2
2018-19,15,Spurs,Southampton,150,15,TRUE,3,1,2
2018-19,16,Huddersfield,Arsenal,151,16,FALSE,0,1,-1
2018-19,16,Arsenal,Huddersfield,151,16,TRUE,1,0,1
2018-19,16,Liverpool,Bournemouth,152,16,FALSE,4,0,4
2018-19,16,Bournemouth,Liverpool,152,16,TRUE,0,4,-4
2018-19,16,Burnley,Brighton,153,16,TRUE,1,0,1
2018-19,16,Brighton,Burnley,153,16,FALSE,0,1,-1
2018-19,16,Southampton,Cardiff,154,16,FALSE,0,1,-1
2018-19,16,Cardiff,Southampton,154,16,TRUE,1,0,1
2018-19,16,Chelsea,Man City,155,16,TRUE,2,0,2
2018-19,16,Man City,Chelsea,155,16,FALSE,0,2,-2
2018-19,16,Watford,Everton,156,16,FALSE,2,2,0
2018-19,16,Everton,Watford,156,16,TRUE,2,2,0
2018-19,16,Leicester,Spurs,157,16,TRUE,0,2,-2
2018-19,16,Spurs,Leicester,157,16,FALSE,2,0,2
2018-19,16,Fulham,Man Utd,158,16,FALSE,1,4,-3
2018-19,16,Man Utd,Fulham,158,16,TRUE,4,1,3
2018-19,16,Wolves,Newcastle,159,16,FALSE,2,1,1
2018-19,16,Newcastle,Wolves,159,16,TRUE,1,2,-1
2018-19,16,West Ham,Crystal Palace,160,16,TRUE,3,2,1
2018-19,16,Crystal Palace,West Ham,160,16,FALSE,2,3,-1
2018-19,17,Brighton,Chelsea,161,17,TRUE,1,2,-1
2018-19,17,Chelsea,Brighton,161,17,FALSE,2,1,1
2018-19,17,Crystal Palace,Leicester,162,17,TRUE,1,0,1
2018-19,17,Leicester,Crystal Palace,162,17,FALSE,0,1,-1
2018-19,17,West Ham,Fulham,163,17,FALSE,2,0,2
2018-19,17,Fulham,West Ham,163,17,TRUE,0,2,-2
2018-19,17,Huddersfield,Newcastle,164,17,TRUE,0,1,-1
2018-19,17,Newcastle,Huddersfield,164,17,FALSE,1,0,1
2018-19,17,Liverpool,Man Utd,165,17,TRUE,3,1,2
2018-19,17,Man Utd,Liverpool,165,17,FALSE,1,3,-2
2018-19,17,Everton,Man City,166,17,FALSE,1,3,-2
2018-19,17,Man City,Everton,166,17,TRUE,3,1,2
2018-19,17,Arsenal,Southampton,167,17,FALSE,2,3,-1
2018-19,17,Southampton,Arsenal,167,17,TRUE,3,2,1
2018-19,17,Burnley,Spurs,168,17,FALSE,0,1,-1
2018-19,17,Spurs,Burnley,168,17,TRUE,1,0,1
2018-19,17,Watford,Cardiff,169,17,TRUE,3,2,1
2018-19,17,Cardiff,Watford,169,17,FALSE,2,3,-1
2018-19,17,Wolves,Bournemouth,170,17,TRUE,2,0,2
2018-19,17,Bournemouth,Wolves,170,17,FALSE,0,2,-2
2018-19,18,Burnley,Arsenal,171,18,FALSE,1,3,-2
2018-19,18,Arsenal,Burnley,171,18,TRUE,3,1,2
2018-19,18,Bournemouth,Brighton,172,18,TRUE,2,0,2
2018-19,18,Brighton,Bournemouth,172,18,FALSE,0,2,-2
2018-19,18,Man Utd,Cardiff,173,18,FALSE,5,1,4
2018-19,18,Cardiff,Man Utd,173,18,TRUE,1,5,-4
2018-19,18,Leicester,Chelsea,174,18,FALSE,1,0,1
2018-19,18,Chelsea,Leicester,174,18,TRUE,0,1,-1
2018-19,18,Everton,Spurs,175,18,TRUE,2,6,-4
2018-19,18,Spurs,Everton,175,18,FALSE,6,2,4
2018-19,18,Huddersfield,Southampton,176,18,TRUE,1,3,-2
2018-19,18,Southampton,Huddersfield,176,18,FALSE,3,1,2
2018-19,18,Crystal Palace,Man City,177,18,FALSE,3,2,1
2018-19,18,Man City,Crystal Palace,177,18,TRUE,2,3,-1
2018-19,18,Fulham,Newcastle,178,18,FALSE,0,0,0
2018-19,18,Newcastle,Fulham,178,18,TRUE,0,0,0
2018-19,18,West Ham,Watford,179,18,TRUE,0,2,-2
2018-19,18,Watford,West Ham,179,18,FALSE,2,0,2
2018-19,18,Wolves,Liverpool,180,18,TRUE,0,2,-2
2018-19,18,Liverpool,Wolves,180,18,FALSE,2,0,2
2018-19,19,Arsenal,Brighton,181,19,FALSE,1,1,0
2018-19,19,Brighton,Arsenal,181,19,TRUE,1,1,0
2018-19,19,Burnley,Everton,182,19,TRUE,1,5,-4
2018-19,19,Everton,Burnley,182,19,FALSE,5,1,4
2018-19,19,Crystal Palace,Cardiff,183,19,TRUE,0,0,0
2018-19,19,Cardiff,Crystal Palace,183,19,FALSE,0,0,0
2018-19,19,Fulham,Wolves,184,19,TRUE,1,1,0
2018-19,19,Wolves,Fulham,184,19,FALSE,1,1,0
2018-19,19,Leicester,Man City,185,19,TRUE,2,1,1
2018-19,19,Man City,Leicester,185,19,FALSE,1,2,-1
2018-19,19,Liverpool,Newcastle,186,19,TRUE,4,0,4
2018-19,19,Newcastle,Liverpool,186,19,FALSE,0,4,-4
2018-19,19,Huddersfield,Man Utd,187,19,FALSE,1,3,-2
2018-19,19,Man Utd,Huddersfield,187,19,TRUE,3,1,2
2018-19,19,West Ham,Southampton,188,19,FALSE,2,1,1
2018-19,19,Southampton,West Ham,188,19,TRUE,1,2,-1
2018-19,19,Bournemouth,Spurs,189,19,FALSE,0,5,-5
2018-19,19,Spurs,Bournemouth,189,19,TRUE,5,0,5
2018-19,19,Watford,Chelsea,190,19,TRUE,1,2,-1
2018-19,19,Chelsea,Watford,190,19,FALSE,2,1,1
2018-19,20,Everton,Brighton,191,20,FALSE,0,1,-1
2018-19,20,Brighton,Everton,191,20,TRUE,1,0,1
2018-19,20,West Ham,Burnley,192,20,FALSE,0,2,-2
2018-19,20,Burnley,West Ham,192,20,TRUE,2,0,2
2018-19,20,Crystal Palace,Chelsea,193,20,TRUE,0,1,-1
2018-19,20,Chelsea,Crystal Palace,193,20,FALSE,1,0,1
2018-19,20,Huddersfield,Fulham,194,20,FALSE,0,1,-1
2018-19,20,Fulham,Huddersfield,194,20,TRUE,1,0,1
2018-19,20,Leicester,Cardiff,195,20,TRUE,0,1,-1
2018-19,20,Cardiff,Leicester,195,20,FALSE,1,0,1
2018-19,20,Arsenal,Liverpool,196,20,FALSE,1,5,-4
2018-19,20,Liverpool,Arsenal,196,20,TRUE,5,1,4
2018-19,20,Bournemouth,Man Utd,197,20,FALSE,1,4,-3
2018-19,20,Man Utd,Bournemouth,197,20,TRUE,4,1,3
2018-19,20,Southampton,Man City,198,20,TRUE,1,3,-2
2018-19,20,Man City,Southampton,198,20,FALSE,3,1,2
2018-19,20,Wolves,Spurs,199,20,FALSE,3,1,2
2018-19,20,Spurs,Wolves,199,20,TRUE,1,3,-2
2018-19,20,Watford,Newcastle,200,20,TRUE,1,1,0
2018-19,20,Newcastle,Watford,200,20,FALSE,1,1,0
2018-19,21,Arsenal,Fulham,201,21,TRUE,4,1,3
2018-19,21,Fulham,Arsenal,201,21,FALSE,1,4,-3
2018-19,21,Watford,Bournemouth,202,21,FALSE,3,3,0
2018-19,21,Bournemouth,Watford,202,21,TRUE,3,3,0
2018-19,21,Cardiff,Spurs,203,21,TRUE,0,3,-3
2018-19,21,Spurs,Cardiff,203,21,FALSE,3,0,3
2018-19,21,Southampton,Chelsea,204,21,FALSE,0,0,0
2018-19,21,Chelsea,Southampton,204,21,TRUE,0,0,0
2018-19,21,Everton,Leicester,205,21,TRUE,0,1,-1
2018-19,21,Leicester,Everton,205,21,FALSE,1,0,1
2018-19,21,Burnley,Huddersfield,206,21,FALSE,2,1,1
2018-19,21,Huddersfield,Burnley,206,21,TRUE,1,2,-1
2018-19,21,Liverpool,Man City,207,21,FALSE,1,2,-1
2018-19,21,Man City,Liverpool,207,21,TRUE,2,1,1
2018-19,21,Man Utd,Newcastle,208,21,FALSE,2,0,2
2018-19,21,Newcastle,Man Utd,208,21,TRUE,0,2,-2
2018-19,21,West Ham,Brighton,209,21,TRUE,2,2,0
2018-19,21,Brighton,West Ham,209,21,FALSE,2,2,0
2018-19,21,Crystal Palace,Wolves,210,21,FALSE,2,0,2
2018-19,21,Wolves,Crystal Palace,210,21,TRUE,0,2,-2
2018-19,22,Liverpool,Brighton,211,22,FALSE,1,0,1
2018-19,22,Brighton,Liverpool,211,22,TRUE,0,1,-1
2018-19,22,Burnley,Fulham,212,22,TRUE,2,1,1
2018-19,22,Fulham,Burnley,212,22,FALSE,1,2,-1
2018-19,22,Huddersfield,Cardiff,213,22,FALSE,0,0,0
2018-19,22,Cardiff,Huddersfield,213,22,TRUE,0,0,0
2018-19,22,Chelsea,Newcastle,214,22,TRUE,2,1,1
2018-19,22,Newcastle,Chelsea,214,22,FALSE,1,2,-1
2018-19,22,Crystal Palace,Watford,215,22,TRUE,1,2,-1
2018-19,22,Watford,Crystal Palace,215,22,FALSE,2,1,1
2018-19,22,Bournemouth,Everton,216,22,FALSE,0,2,-2
2018-19,22,Everton,Bournemouth,216,22,TRUE,2,0,2
2018-19,22,Leicester,Southampton,217,22,TRUE,1,2,-1
2018-19,22,Southampton,Leicester,217,22,FALSE,2,1,1
2018-19,22,Wolves,Man City,218,22,FALSE,0,3,-3
2018-19,22,Man City,Wolves,218,22,TRUE,3,0,3
2018-19,22,Man Utd,Spurs,219,22,FALSE,1,0,1
2018-19,22,Spurs,Man Utd,219,22,TRUE,0,1,-1
2018-19,22,West Ham,Arsenal,220,22,TRUE,1,0,1
2018-19,22,Arsenal,West Ham,220,22,FALSE,0,1,-1
2018-19,23,Arsenal,Chelsea,221,23,TRUE,2,0,2
2018-19,23,Chelsea,Arsenal,221,23,FALSE,0,2,-2
2018-19,23,West Ham,Bournemouth,222,23,FALSE,0,2,-2
2018-19,23,Bournemouth,West Ham,222,23,TRUE,2,0,2
2018-19,23,Fulham,Spurs,223,23,TRUE,1,2,-1
2018-19,23,Spurs,Fulham,223,23,FALSE,2,1,1
2018-19,23,Huddersfield,Man City,224,23,TRUE,0,3,-3
2018-19,23,Man City,Huddersfield,224,23,FALSE,3,0,3
2018-19,23,Crystal Palace,Liverpool,225,23,FALSE,3,4,-1
2018-19,23,Liverpool,Crystal Palace,225,23,TRUE,4,3,1
2018-19,23,Man Utd,Brighton,226,23,TRUE,2,1,1
2018-19,23,Brighton,Man Utd,226,23,FALSE,1,2,-1
2018-19,23,Cardiff,Newcastle,227,23,FALSE,0,3,-3
2018-19,23,Newcastle,Cardiff,227,23,TRUE,3,0,3
2018-19,23,Everton,Southampton,228,23,FALSE,1,2,-1
2018-19,23,Southampton,Everton,228,23,TRUE,2,1,1
2018-19,23,Burnley,Watford,229,23,FALSE,0,0,0
2018-19,23,Watford,Burnley,229,23,TRUE,0,0,0
2018-19,23,Wolves,Leicester,230,23,TRUE,4,3,1
2018-19,23,Leicester,Wolves,230,23,FALSE,3,4,-1
2018-19,24,Arsenal,Cardiff,231,24,TRUE,2,1,1
2018-19,24,Cardiff,Arsenal,231,24,FALSE,1,2,-1
2018-19,24,Bournemouth,Chelsea,232,24,TRUE,4,0,4
2018-19,24,Chelsea,Bournemouth,232,24,FALSE,0,4,-4
2018-19,24,Fulham,Brighton,233,24,TRUE,4,2,2
2018-19,24,Brighton,Fulham,233,24,FALSE,2,4,-2
2018-19,24,Huddersfield,Everton,234,24,TRUE,0,1,-1
2018-19,24,Everton,Huddersfield,234,24,FALSE,1,0,1
2018-19,24,Burnley,Man Utd,235,24,FALSE,2,2,0
2018-19,24,Man Utd,Burnley,235,24,TRUE,2,2,0
2018-19,24,West Ham,Wolves,236,24,FALSE,0,3,-3
2018-19,24,Wolves,West Ham,236,24,TRUE,3,0,3
2018-19,24,Liverpool,Leicester,237,24,TRUE,1,1,0
2018-19,24,Leicester,Liverpool,237,24,FALSE,1,1,0
2018-19,24,Man City,Newcastle,238,24,FALSE,1,2,-1
2018-19,24,Newcastle,Man City,238,24,TRUE,2,1,1
2018-19,24,Crystal Palace,Southampton,239,24,FALSE,1,1,0
2018-19,24,Southampton,Crystal Palace,239,24,TRUE,1,1,0
2018-19,24,Watford,Spurs,240,24,FALSE,1,2,-1
2018-19,24,Spurs,Watford,240,24,TRUE,2,1,1
2018-19,25,Watford,Brighton,241,25,FALSE,0,0,0
2018-19,25,Brighton,Watford,241,25,TRUE,0,0,0
2018-19,25,Burnley,Southampton,242,25,TRUE,1,1,0
2018-19,25,Southampton,Burnley,242,25,FALSE,1,1,0
2018-19,25,Bournemouth,Cardiff,243,25,FALSE,0,2,-2
2018-19,25,Cardiff,Bournemouth,243,25,TRUE,2,0,2
2018-19,25,Huddersfield,Chelsea,244,25,FALSE,0,5,-5
2018-19,25,Chelsea,Huddersfield,244,25,TRUE,5,0,5
2018-19,25,Crystal Palace,Fulham,245,25,TRUE,2,0,2
2018-19,25,Fulham,Crystal Palace,245,25,FALSE,0,2,-2
2018-19,25,Wolves,Everton,246,25,FALSE,3,1,2
2018-19,25,Everton,Wolves,246,25,TRUE,1,3,-2
2018-19,25,Leicester,Man Utd,247,25,TRUE,0,1,-1
